id_servicio,id_cliente,id_tiempo,id_ubicacion,id_dispositivo,id_facturacion,id_promocion,id_soporte,id_consumo,duracion_llamada,costo_servicio,tipo_transaccion,ancho_banda,cantidad_datos_consumidos
3,967,20,5,3,46,1,1,3,4.29,83.53,llamada,20.96,236.12
5,1283,8,10,5,19,5,5,4,42.23,26.38,llamada,30.63,317.18
1,1162,26,9,2,2,2,1,5,8.48,24.02,TV,42.57,215.4
2,1006,22,4,3,22,2,1,4,53.33,15.43,llamada,69.2,479.87
3,1453,9,4,5,21,1,1,3,24.74,52.57,internet,74.89,902.32
5,1362,2,1,3,6,5,2,1,22.04,82.07,llamada,31.79,674.84
1,248,10,3,3,26,5,2,1,51.8,60.67,internet,55.53,573.99
5,1033,15,7,5,13,5,1,3,47.25,25.51,llamada,24.79,659.23
4,748,16,7,4,49,4,4,5,58.47,66.25,TV,98.82,719.31
4,1413,16,10,2,10,1,5,5,18.2,66.33,llamada,88.5,299.01
5,829,18,2,5,3,1,3,4,34.92,89.14,TV,99.58,347.98
5,522,21,3,5,10,5,2,5,58.4,35.58,TV,31.18,245.35
1,1776,28,4,5,50,4,2,1,45.81,83.51,TV,46.93,14.86
2,1105,10,6,2,26,1,4,2,56.61,78.27,internet,37.83,497.95
2,8,1,8,4,28,2,3,1,52.76,14.48,internet,69.24,767.63
2,1781,21,10,1,36,1,1,1,6.05,98.76,TV,68.5,589.66
4,1122,28,8,5,46,1,3,1,14.01,95.87,TV,78.15,206.62
5,290,2,8,3,41,1,3,2,10.99,84.14,internet,71.65,390.65
1,1812,20,1,2,29,4,4,3,33.16,8.7,TV,91.61,537.61
5,360,20,1,5,3,2,1,4,17.16,53.97,llamada,60.37,494.53
1,602,14,4,3,14,4,4,1,15.5,47.53,TV,78.72,997.88
4,1682,11,3,3,30,4,4,1,8.35,98.5,internet,35.42,721.4
2,867,2,5,1,46,4,4,5,20.45,40.07,internet,97.61,327.6
3,1945,3,9,4,49,4,1,2,41.63,50.39,TV,12.15,516.44
5,827,20,4,3,24,5,1,1,46.35,23.53,TV,14.38,642.73
5,185,2,5,3,11,1,1,2,25.6,37.17,TV,10.83,284.53
5,1398,12,1,2,10,2,5,1,29.62,10.54,llamada,73.85,539.77
5,719,30,9,3,15,1,1,5,21.5,96.17,llamada,6.52,821.6
4,866,18,5,4,34,1,2,2,23.99,80.44,internet,79.88,584.07
1,819,2,3,1,5,5,3,1,8.58,25.1,TV,38.78,526.65
1,367,28,5,3,43,3,3,5,39.06,88.11,llamada,67.81,814.21
2,807,29,3,5,10,2,3,2,50.33,65.81,TV,41.47,500.72
3,1948,16,4,3,46,1,5,5,6.49,66.73,llamada,90.72,372.51
1,1629,1,4,4,14,1,2,3,37.94,72.58,llamada,46.72,555.36
1,598,6,5,1,20,1,4,2,21.93,75.16,llamada,48.29,370.09
1,437,17,2,4,9,3,3,5,4.36,90.16,TV,39.7,940.44
4,1625,27,6,4,44,5,3,2,13.05,62.39,TV,9.92,570.11
1,403,27,7,5,42,2,1,1,14.73,42.11,TV,84.01,596.98
2,1509,2,3,1,6,4,4,1,10.94,43.8,llamada,11.38,831.86
2,352,2,6,2,12,4,4,4,37.57,31.67,internet,30.07,304.29
4,1972,15,1,2,6,2,2,1,26.06,99.75,llamada,53.74,128.7
2,1348,10,7,2,26,2,1,1,32.89,34.69,TV,7.43,562.74
5,1045,30,7,1,12,3,3,2,27.46,65.25,TV,99.41,573.65
5,51,30,2,4,3,3,2,5,9.05,93.43,internet,87.39,692.87
2,1156,29,10,4,41,2,5,4,43.71,24.21,internet,20.04,883.3
1,237,5,2,3,38,3,4,2,55.89,34.42,internet,53.53,992.33
1,1549,13,7,2,35,4,3,5,24.86,51.04,llamada,49.03,36.71
2,1781,5,1,3,32,1,4,1,16.78,77.57,llamada,43.52,660.77
1,156,19,4,2,48,1,5,1,35.65,25.6,TV,93.61,730.68
3,811,23,2,1,17,1,4,5,33.26,51.85,llamada,21.01,12.56
1,510,6,9,1,39,2,3,3,16.23,85.32,TV,43.81,411.01
4,1116,26,8,2,27,5,4,5,42.28,29.19,llamada,72.78,234.66
5,896,21,1,3,21,3,4,2,25.05,87.73,llamada,60.14,264.02
4,1951,15,5,1,31,1,3,2,39.74,57.29,llamada,69.31,998.29
5,593,23,7,1,17,3,3,5,55.98,31.09,llamada,76.7,483.58
3,889,28,2,4,40,1,5,2,40.47,44.57,internet,70.15,378.17
4,1677,27,6,4,39,5,4,5,37.69,79.32,internet,33.89,207.69
2,1136,12,9,3,34,2,3,4,23.28,97.68,internet,28.46,321.16
4,1911,17,2,1,10,3,1,4,49.63,88.97,llamada,80.47,776.24
2,1903,11,10,2,4,1,4,2,5.99,20.69,internet,1.2,502.09
3,1359,20,6,4,33,4,1,1,36.98,90.68,internet,87.28,329.6
5,1361,27,7,4,1,5,1,2,46.87,59.94,internet,18.71,278.27
3,1758,6,9,5,40,3,3,2,50.6,10.29,internet,3.97,942.84
4,52,15,3,5,31,5,4,4,44.55,31.66,TV,53.12,987.09
2,1626,14,1,5,17,5,1,3,57.54,76.34,TV,6.07,122.49
5,644,1,7,4,11,2,5,2,13.47,27.49,internet,82.1,606.69
2,937,28,2,5,17,4,1,3,59.33,65.15,internet,72.89,908.77
4,97,18,2,3,48,1,5,1,39.93,43.04,TV,51.06,664.84
4,1241,9,2,1,1,4,2,2,15.28,78.43,internet,14.48,217.28
1,867,10,3,1,36,4,1,2,8.31,47.08,TV,92.02,258.84
3,1697,1,2,4,6,2,3,3,28.42,48.0,internet,57.91,624.96
1,777,19,1,3,33,1,1,2,47.67,59.06,TV,3.25,638.5
5,655,12,6,3,18,2,4,5,30.98,10.09,TV,41.14,275.15
5,284,18,4,2,3,1,2,2,41.3,9.7,TV,39.91,843.34
3,1901,12,4,3,46,2,3,5,19.44,50.06,TV,78.48,694.08
2,919,17,4,4,26,4,5,4,25.8,69.19,llamada,40.87,674.61
1,1189,16,9,5,22,5,3,3,32.86,49.58,llamada,21.4,670.14
2,503,14,1,1,9,4,1,5,37.8,23.38,internet,53.67,628.2
1,943,4,5,4,10,3,5,5,54.83,57.25,TV,55.11,827.61
4,1003,8,1,3,27,5,3,1,11.68,77.7,llamada,79.75,80.3
4,1682,11,9,3,17,2,5,3,3.34,86.57,TV,54.67,805.09
1,156,1,9,2,44,4,2,3,43.88,40.14,llamada,55.94,679.21
3,859,21,7,2,34,5,1,4,33.62,71.79,internet,10.72,550.73
1,1082,21,6,4,38,4,5,2,43.21,34.49,TV,85.8,148.68
4,981,30,10,4,15,1,5,3,59.4,67.4,internet,52.08,213.86
2,1760,9,1,1,12,5,1,3,36.28,75.43,TV,24.68,412.11
4,230,6,5,3,24,2,5,5,47.05,49.14,TV,25.53,559.53
4,1889,12,3,3,25,2,3,1,7.12,8.05,TV,90.35,183.63
1,58,28,9,3,45,3,2,5,4.97,82.09,TV,34.75,91.4
1,159,16,6,1,34,3,4,4,46.1,42.68,TV,8.21,664.35
4,896,20,8,1,38,3,5,4,35.97,55.11,TV,64.95,650.03
5,943,3,8,5,45,2,2,2,27.19,39.65,TV,96.57,789.91
4,804,22,2,1,28,1,4,3,44.86,7.27,TV,69.51,313.31
3,1883,6,6,3,29,4,1,3,7.64,11.03,internet,5.77,30.7
1,93,28,4,5,19,1,3,3,5.94,54.02,internet,39.55,316.23
4,358,19,8,1,8,5,4,3,21.85,13.98,llamada,50.22,768.23
1,28,13,2,3,28,5,5,3,29.03,70.74,internet,56.03,20.37
4,1297,27,4,1,30,1,4,5,46.24,83.32,llamada,47.17,237.77
3,500,6,4,5,15,3,5,1,53.08,31.3,internet,1.67,377.9
1,1401,3,5,2,48,5,2,5,10.17,93.61,TV,49.92,687.57
5,616,6,10,4,30,3,4,5,8.26,18.25,TV,35.74,790.66
5,262,21,7,2,43,1,5,2,46.38,59.06,llamada,96.27,999.02
1,1024,29,9,3,4,1,4,1,4.55,91.27,internet,23.41,883.32
1,273,29,4,2,38,4,3,1,27.21,88.59,internet,45.16,871.68
5,688,14,7,3,35,4,2,2,22.57,6.22,TV,15.65,440.92
2,362,17,6,5,41,5,3,5,37.79,34.48,internet,9.56,684.81
4,60,7,4,3,17,2,3,2,37.12,33.76,internet,84.22,521.07
1,622,14,6,1,8,2,1,1,57.17,31.95,internet,26.74,153.99
4,331,17,10,3,43,1,4,3,18.7,79.13,TV,48.14,870.2
5,520,1,4,4,36,5,2,4,49.13,56.26,TV,45.15,114.93
3,673,28,9,5,39,3,4,2,5.56,35.75,llamada,21.39,141.62
2,1409,16,7,5,19,2,2,5,9.43,37.39,internet,45.55,376.42
1,372,13,10,4,20,5,4,1,48.4,42.02,llamada,34.29,490.83
3,1252,2,9,2,7,1,5,4,44.23,85.29,llamada,24.22,603.8
4,296,21,10,3,22,1,1,3,31.64,24.08,llamada,4.34,740.01
3,1765,5,2,3,22,1,2,3,39.18,31.51,internet,71.32,286.88
4,47,20,5,1,41,5,5,2,4.38,56.9,llamada,57.87,842.71
4,723,10,4,2,30,2,5,2,9.44,46.56,internet,61.97,659.95
4,2000,27,4,3,39,4,5,1,7.39,18.96,TV,9.51,845.77
1,1294,5,10,4,48,4,4,5,56.12,47.18,TV,29.93,945.95
3,53,28,2,4,3,3,1,1,34.03,19.88,internet,61.7,438.17
1,506,27,9,2,33,1,3,4,10.25,81.69,TV,2.84,979.22
4,160,8,1,1,34,3,5,5,44.25,94.31,TV,2.12,289.31
4,379,22,4,2,10,1,3,1,41.44,63.96,internet,8.85,87.77
5,1575,10,10,2,48,5,5,1,33.17,42.25,llamada,69.02,941.16
4,667,12,3,5,14,2,2,5,49.6,31.0,llamada,87.39,214.15
3,697,10,6,3,35,5,5,4,56.82,58.51,TV,73.88,838.8
4,659,18,8,1,29,3,1,4,34.59,14.01,internet,25.22,371.85
3,627,23,10,5,12,3,4,4,58.19,68.97,llamada,45.11,25.1
3,890,11,9,2,34,4,2,1,34.92,8.2,llamada,81.46,868.17
4,779,1,3,4,23,5,5,3,27.98,59.55,internet,81.66,461.57
1,832,11,3,1,6,3,3,2,27.45,43.57,internet,6.04,457.93
1,1227,26,6,5,31,1,1,5,37.79,72.97,llamada,67.03,888.98
5,441,16,8,1,16,1,4,4,45.35,52.71,TV,98.6,755.59
4,607,12,6,1,25,4,1,2,27.9,81.24,llamada,40.79,328.13
5,1204,19,6,3,26,4,4,2,42.95,65.32,llamada,3.0,391.16
2,648,28,9,4,39,1,1,2,20.0,90.7,llamada,9.55,735.67
2,1658,8,4,3,48,5,4,5,35.36,67.2,internet,64.14,741.2
3,1310,27,7,1,2,5,5,4,44.41,98.02,llamada,14.8,188.33
1,354,24,7,2,18,4,5,4,16.26,30.98,TV,36.89,719.52
5,296,20,9,2,42,4,4,3,49.01,85.46,TV,58.8,110.58
3,1856,6,4,2,16,1,1,1,3.14,56.33,llamada,66.82,547.21
5,1618,10,1,3,36,1,1,2,54.85,53.94,llamada,48.26,843.39
1,742,28,1,5,49,2,3,3,19.9,8.01,TV,76.54,211.68
2,1946,24,9,1,17,1,2,5,16.36,53.69,llamada,83.79,866.2
2,306,24,2,3,46,5,1,2,16.34,35.7,llamada,60.38,452.15
1,1937,18,1,3,33,4,5,2,32.59,98.74,internet,67.35,853.84
4,1328,25,10,4,2,5,5,5,54.76,50.55,internet,70.69,99.65
1,384,22,8,2,8,4,5,4,36.0,87.27,internet,29.39,301.44
4,1799,19,5,2,10,3,1,4,30.67,9.23,TV,18.07,755.8
3,574,30,8,3,33,5,1,3,19.29,80.15,internet,37.08,583.0
5,393,7,10,1,26,2,5,3,52.16,97.36,llamada,44.5,57.96
4,21,4,3,3,41,4,2,4,1.04,31.1,TV,64.55,575.37
4,203,4,5,2,10,5,2,4,55.89,70.95,internet,56.78,520.74
1,473,20,4,3,33,3,5,4,16.07,44.04,internet,8.07,773.78
4,355,26,10,1,17,2,1,4,43.83,26.98,llamada,40.34,816.72
3,1001,4,5,3,30,1,2,1,6.04,45.53,internet,36.72,698.23
1,733,24,2,4,42,2,5,3,32.65,95.54,llamada,54.28,275.56
2,1058,11,10,1,35,2,1,2,30.66,36.82,llamada,40.35,245.67
2,1244,8,8,3,33,5,5,1,17.21,52.55,llamada,44.82,73.25
1,906,23,3,3,31,2,1,4,30.89,13.03,internet,43.42,858.21
4,1200,1,9,3,26,3,4,2,43.81,22.75,llamada,39.14,818.19
5,1166,1,8,2,32,1,5,1,4.76,60.37,llamada,98.23,179.8
2,1997,28,7,3,47,3,1,1,37.24,30.33,internet,17.34,304.13
3,830,13,4,2,43,4,4,1,43.66,29.82,TV,92.66,469.19
2,1151,13,3,2,24,3,1,1,18.23,41.84,internet,6.09,410.33
2,1484,11,9,4,14,4,5,2,9.95,86.94,TV,72.59,759.54
3,228,25,9,4,10,4,3,2,47.84,77.02,llamada,67.17,957.41
3,1133,28,3,5,3,3,3,4,7.81,97.97,llamada,13.94,626.4
5,447,25,2,1,49,3,3,4,24.16,45.88,internet,68.47,711.08
4,1687,3,3,2,39,1,4,1,40.88,87.45,llamada,37.52,101.01
4,143,9,10,3,15,2,1,1,23.09,22.66,TV,66.6,245.77
2,516,11,10,3,34,2,1,4,46.04,68.31,TV,35.99,508.23
4,1157,29,4,3,14,3,3,3,21.94,31.24,TV,90.75,945.2
1,990,9,2,3,26,3,1,5,14.36,88.2,TV,44.08,944.54
5,1314,19,4,5,5,1,3,4,52.35,99.53,TV,19.13,535.2
4,448,25,9,5,6,4,2,4,19.02,23.77,llamada,1.14,150.16
5,845,16,6,5,13,5,3,2,55.55,79.08,TV,12.76,157.84
3,848,13,3,5,10,4,1,3,32.93,44.14,internet,91.3,749.18
2,1913,9,3,1,28,4,3,3,20.16,35.26,internet,78.53,523.8
2,108,16,2,1,6,5,4,3,6.91,89.36,internet,65.09,339.96
4,1921,25,5,5,1,2,2,3,33.58,36.96,internet,88.32,709.71
2,1421,25,2,3,39,1,3,4,48.13,18.78,internet,24.68,89.03
1,1799,28,7,5,34,4,5,3,2.33,55.71,internet,99.35,389.24
2,935,9,7,5,27,5,1,1,24.54,86.24,internet,89.08,457.78
4,629,27,1,4,36,1,3,5,26.5,99.45,TV,66.75,902.81
2,1857,22,8,1,25,2,2,4,32.45,26.57,internet,77.01,9.88
5,379,4,1,3,41,5,4,4,34.03,11.98,internet,94.13,197.51
2,201,27,9,5,33,2,4,1,42.27,17.6,llamada,33.55,612.74
3,1289,10,3,2,38,2,2,3,44.89,56.28,llamada,67.91,504.34
3,922,1,9,2,22,1,5,5,6.92,47.95,TV,28.42,466.44
5,1695,8,4,3,33,1,2,2,52.8,56.32,internet,16.38,903.9
3,1236,3,6,4,48,4,5,3,1.51,51.58,internet,51.05,749.62
5,75,9,5,1,48,3,5,4,28.86,52.34,TV,88.55,909.08
2,383,6,9,3,31,2,3,4,6.22,10.42,TV,43.66,937.34
4,1343,27,4,1,31,1,2,3,28.86,19.13,internet,70.08,131.67
5,1487,18,3,2,20,3,3,5,24.77,98.35,TV,90.26,345.82
4,666,27,4,1,43,2,2,4,31.26,24.6,internet,1.31,69.17
5,1438,10,7,2,8,5,1,5,20.89,29.82,llamada,83.78,604.41
1,1015,9,5,5,5,4,4,5,14.8,39.36,llamada,85.4,408.73
2,1665,5,9,4,1,1,1,4,48.92,73.26,llamada,4.68,427.06
5,682,16,9,3,13,1,3,2,32.26,85.93,internet,78.09,169.52
3,1461,21,7,2,45,1,4,4,37.15,42.72,llamada,92.78,525.72
1,504,19,8,4,15,2,3,1,8.56,80.93,TV,87.55,957.41
5,362,24,5,1,41,2,5,5,12.78,36.36,llamada,94.08,137.38
5,1675,6,4,5,8,4,5,3,10.95,54.22,TV,44.93,269.81
1,904,11,5,3,34,1,2,4,14.81,62.27,TV,11.19,583.88
1,1904,23,8,4,31,3,5,3,21.06,38.12,internet,17.56,666.12
1,460,7,6,1,20,2,2,5,22.6,50.08,TV,4.11,965.99
4,1488,30,5,3,27,3,5,1,49.47,57.78,llamada,42.99,993.13
1,926,20,9,1,22,3,2,1,18.91,13.93,internet,40.01,426.73
2,1524,18,1,3,32,3,1,2,18.48,10.96,internet,94.6,989.79
5,988,13,9,1,21,3,1,2,30.7,37.64,llamada,84.48,554.81
3,465,9,3,1,23,5,3,2,52.96,98.3,internet,11.61,3.51
3,1028,1,8,4,6,2,3,3,49.31,6.67,TV,82.97,187.92
4,1735,9,7,5,3,1,4,5,39.92,64.94,TV,45.65,497.84
3,506,3,10,2,39,2,2,5,1.55,55.14,llamada,79.27,53.17
5,181,10,3,4,21,2,5,5,31.87,34.69,TV,46.53,726.11
4,1336,30,6,4,7,2,5,5,29.39,68.93,TV,31.36,611.8
4,1626,25,7,3,43,5,1,5,27.23,54.28,llamada,23.68,569.49
2,330,7,3,5,6,1,4,3,6.85,29.23,internet,87.49,169.26
1,1816,10,6,5,44,1,2,4,8.38,91.04,TV,25.62,938.21
2,1550,2,4,3,26,5,5,1,53.53,86.95,TV,83.41,169.98
4,836,20,2,5,47,1,4,4,4.14,87.94,llamada,13.59,498.75
4,1372,9,10,5,24,4,3,3,18.86,43.38,llamada,98.98,77.12
5,1881,13,8,1,10,2,3,2,49.0,42.39,TV,50.06,309.13
3,1774,13,6,5,16,3,4,2,17.97,17.84,TV,25.53,774.31
4,1272,30,1,1,19,3,2,3,49.44,40.96,TV,81.39,511.49
4,247,27,1,3,1,3,4,1,10.47,64.61,internet,81.07,697.91
4,16,1,6,1,1,3,3,4,33.47,78.51,llamada,10.52,336.01
3,529,17,8,2,30,2,3,4,5.8,68.74,internet,28.49,348.14
5,267,3,5,1,42,1,4,2,15.25,58.78,llamada,55.9,888.04
3,411,8,6,5,50,1,2,2,55.43,25.3,internet,25.67,662.55
2,283,28,3,2,15,4,5,2,38.71,56.43,llamada,44.43,476.01
3,29,20,5,5,39,2,5,5,39.55,16.24,TV,71.18,837.33
4,1788,6,8,4,24,5,5,3,12.17,22.48,llamada,37.51,197.96
2,1394,1,9,2,39,3,4,2,30.82,16.32,llamada,53.36,587.96
5,1367,22,9,5,13,2,5,2,5.19,77.83,TV,22.88,21.9
4,1958,5,6,3,10,4,2,1,38.3,35.62,internet,82.36,633.82
5,729,25,1,3,25,1,2,5,50.07,74.79,internet,1.91,553.22
2,751,18,5,5,20,2,3,1,39.87,53.17,TV,78.88,697.46
3,1393,18,5,3,46,3,5,4,33.67,82.33,llamada,98.26,122.33
3,1389,11,8,4,20,1,1,2,38.48,43.99,llamada,50.08,85.76
3,1878,30,4,1,28,5,3,5,26.62,43.4,TV,17.32,17.65
5,520,3,9,3,19,4,5,1,23.69,33.89,TV,93.62,692.39
5,972,14,5,2,14,3,3,3,31.4,43.23,llamada,62.39,114.18
3,134,6,2,5,34,5,3,4,26.09,44.01,llamada,55.9,174.45
2,459,22,8,3,36,3,4,3,19.49,53.19,TV,37.3,707.35
1,1718,3,10,5,25,5,5,4,33.81,59.24,llamada,10.64,366.04
3,1795,17,7,2,34,3,5,5,45.44,52.44,TV,41.13,598.49
4,128,18,1,1,4,5,3,4,36.83,80.31,internet,78.05,491.81
1,570,14,9,5,47,3,1,2,11.45,63.88,llamada,8.27,70.11
4,1290,11,7,2,19,3,1,5,43.65,26.82,internet,38.86,169.53
3,794,29,1,4,49,5,2,1,10.18,25.44,llamada,4.97,578.08
5,630,11,8,3,43,4,5,1,40.58,46.05,internet,35.9,799.23
2,1796,13,3,1,33,1,5,2,43.36,88.56,internet,37.34,5.23
3,439,8,4,5,17,5,2,1,31.0,73.09,internet,17.18,173.61
3,1404,4,3,4,12,1,5,2,55.17,78.3,llamada,61.31,446.22
5,170,17,6,1,50,4,1,1,53.76,47.76,internet,30.89,662.36
3,1257,22,10,1,1,3,5,3,21.96,49.07,TV,68.9,461.91
4,219,29,3,5,46,5,1,3,7.77,35.48,TV,35.72,337.46
5,1766,16,9,4,17,1,5,5,27.44,36.35,llamada,11.04,388.42
2,140,17,5,3,48,2,3,4,28.56,30.03,llamada,37.55,708.06
4,1859,11,1,3,18,2,1,3,56.1,81.24,internet,1.12,628.05
1,1730,28,8,5,15,1,4,5,34.06,59.55,TV,49.11,958.66
5,356,22,8,4,40,2,1,5,33.07,88.14,TV,73.78,163.78
2,453,19,9,1,8,3,4,1,57.6,79.3,TV,89.35,676.64
4,232,28,10,1,29,1,3,2,38.85,92.54,TV,53.41,543.03
4,1163,23,9,4,7,5,1,2,52.93,20.42,TV,87.9,654.6
4,1145,28,5,3,2,5,2,3,3.72,16.42,llamada,84.45,542.07
5,308,24,4,4,25,4,2,2,37.28,60.64,TV,4.23,26.71
1,1963,22,2,4,27,1,3,3,12.78,31.18,internet,86.34,695.7
5,1621,19,10,2,22,2,1,2,8.26,53.84,llamada,37.19,372.53
4,1401,27,6,3,1,1,4,3,5.33,98.98,internet,6.16,375.6
5,1982,4,8,2,24,1,2,2,47.03,30.39,internet,62.88,59.76
4,925,29,7,5,3,1,4,1,7.79,65.17,internet,62.24,462.42
1,98,16,9,2,29,5,2,5,42.73,82.2,internet,34.15,104.09
2,656,20,7,4,11,1,1,2,23.28,70.31,internet,94.73,628.32
2,1425,6,9,5,27,5,5,4,59.24,45.66,TV,39.63,556.03
2,1416,5,2,1,9,4,5,2,41.54,18.5,TV,86.03,562.69
3,79,16,8,5,19,2,4,2,21.29,16.09,llamada,94.26,230.97
3,665,12,7,4,49,5,3,5,19.42,71.5,TV,58.09,128.07
2,768,20,2,2,5,4,1,2,26.23,80.84,TV,22.07,990.82
3,1972,24,4,1,5,1,3,3,34.29,88.16,internet,8.8,433.11
2,248,12,3,1,4,2,3,1,10.11,98.74,TV,77.23,545.78
5,898,13,9,3,21,5,2,3,55.63,50.66,internet,90.75,912.19
3,979,7,3,5,14,3,4,5,9.06,42.89,internet,63.51,186.72
5,543,4,3,2,17,4,4,2,49.29,35.56,llamada,42.26,349.52
4,783,19,10,5,5,3,1,4,6.1,82.68,llamada,61.36,435.24
3,1673,17,5,1,23,4,2,4,41.88,32.71,llamada,79.0,981.3
4,981,9,9,4,41,2,5,2,39.48,66.67,TV,46.56,738.73
2,660,14,4,5,49,2,5,2,2.75,81.13,llamada,15.7,489.29
2,234,26,9,5,45,4,1,4,54.61,40.09,TV,59.35,428.03
3,1979,24,3,2,19,4,3,3,3.27,96.88,TV,85.58,586.16
3,365,19,2,2,49,4,3,3,6.96,90.81,internet,55.73,297.39
2,388,12,9,4,41,5,4,2,43.44,61.94,TV,9.44,258.5
2,1420,17,9,4,17,3,2,4,48.48,68.03,TV,88.78,308.62
2,1826,3,1,4,23,1,1,2,59.12,50.47,TV,94.0,72.8
3,1718,27,9,4,11,5,3,3,41.18,11.18,llamada,14.72,465.19
2,1870,22,9,3,50,3,4,3,17.17,90.99,TV,70.94,138.58
1,1608,1,5,3,13,2,4,5,45.19,5.34,TV,16.37,790.54
2,1667,12,9,4,43,5,1,1,54.1,16.51,llamada,96.18,631.76
2,1857,11,8,1,14,2,3,2,18.08,54.15,internet,77.23,282.26
5,1822,12,4,5,19,4,3,4,14.01,77.73,llamada,1.31,581.56
2,1103,27,4,5,46,1,4,3,23.3,45.84,TV,96.75,585.15
2,1282,1,6,3,9,1,2,5,19.26,31.75,llamada,77.43,652.05
4,1158,24,3,1,24,1,1,3,26.68,70.77,internet,61.3,896.99
2,263,10,4,2,9,1,2,3,59.05,97.67,internet,69.1,97.52
4,1009,30,6,5,25,2,3,3,22.21,74.44,internet,33.51,133.75
5,90,7,7,4,23,2,1,5,15.8,32.86,llamada,41.23,712.45
4,304,12,2,2,38,3,3,1,1.52,40.07,llamada,9.17,636.44
3,152,13,4,1,28,2,5,4,12.82,81.84,internet,16.03,196.26
3,449,14,4,4,46,3,2,5,15.77,52.47,TV,3.56,824.19
3,1757,29,5,5,41,5,3,2,40.02,83.62,TV,61.91,195.37
2,62,16,6,1,40,5,1,4,16.19,73.55,llamada,29.42,493.24
5,1336,10,9,1,29,5,2,3,39.03,85.65,llamada,62.79,522.17
1,1577,23,9,5,39,4,4,3,1.6,84.29,internet,45.08,55.36
4,84,8,10,5,26,4,1,4,51.05,96.85,llamada,13.36,947.3
5,1297,4,8,3,33,1,4,3,8.59,18.64,TV,68.09,530.42
2,1029,8,5,1,27,4,5,1,59.31,90.94,llamada,91.96,92.47
5,1944,20,7,2,38,5,4,1,25.51,19.57,llamada,75.18,255.58
5,993,24,4,5,44,3,4,2,29.37,54.08,TV,65.43,873.71
3,1239,19,3,4,26,4,4,5,17.34,31.26,internet,24.44,802.11
2,388,25,4,5,29,2,2,4,33.51,41.94,llamada,77.68,253.9
1,821,6,4,1,28,3,3,4,36.2,80.5,TV,65.18,464.41
4,1008,29,2,5,10,5,5,3,43.5,85.55,TV,2.88,278.34
1,376,15,6,5,40,2,3,2,39.49,94.81,internet,80.3,604.66
4,549,1,6,3,10,3,5,1,55.6,54.54,internet,82.39,799.02
3,247,20,1,4,32,5,3,5,5.52,13.66,llamada,20.95,268.62
2,1147,18,4,3,48,3,5,1,37.11,76.4,internet,92.04,540.77
2,1653,24,3,3,44,4,4,4,34.82,57.45,TV,50.24,683.81
4,1230,3,3,1,17,1,4,3,28.93,40.62,internet,80.45,894.68
2,1348,5,1,3,9,4,3,3,45.7,85.0,TV,41.12,898.56
2,1992,2,3,3,11,4,5,1,6.03,87.95,internet,15.96,150.97
4,1074,29,6,5,41,1,1,2,44.27,83.61,TV,43.77,476.37
4,672,9,10,1,31,1,5,1,3.5,88.73,llamada,77.52,292.22
3,1086,1,4,5,45,4,2,4,52.62,60.7,llamada,30.54,442.82
5,999,12,3,5,13,2,2,4,11.18,71.32,internet,36.97,479.81
4,1442,9,3,1,19,5,4,4,27.84,90.81,TV,77.14,330.63
3,239,13,6,5,20,4,2,3,8.07,86.24,llamada,94.88,545.87
3,1809,8,9,3,36,2,1,3,27.1,85.75,TV,9.66,639.9
2,80,23,6,2,7,1,4,4,36.32,56.07,TV,1.37,518.48
4,1890,18,2,4,48,2,5,2,7.9,82.87,internet,64.87,673.02
5,946,17,9,2,45,3,2,1,31.24,24.45,TV,68.07,881.96
1,851,26,3,1,42,2,2,4,32.35,23.74,TV,48.9,121.76
5,1940,18,10,4,20,4,2,4,39.81,59.1,llamada,34.78,318.24
2,1434,28,9,2,7,5,4,4,18.33,38.04,llamada,57.11,750.13
3,1070,3,4,4,35,1,2,2,2.37,39.58,internet,29.48,136.43
1,883,26,8,2,21,4,4,2,43.03,60.22,llamada,57.21,676.61
5,839,15,5,2,41,3,1,4,55.47,99.92,llamada,49.12,288.55
2,1758,8,9,2,22,3,2,1,46.92,15.12,internet,14.63,803.76
1,1438,2,1,2,9,1,2,2,53.83,82.31,TV,49.25,105.71
1,1954,3,10,4,3,2,3,3,21.91,38.39,internet,93.23,718.13
4,1492,15,3,4,31,1,1,1,40.77,33.93,TV,44.78,900.2
2,267,2,9,5,29,1,5,3,55.78,29.43,internet,22.28,409.0
3,1681,6,3,4,21,2,1,2,51.75,27.37,llamada,85.65,485.69
4,1985,13,7,4,13,3,3,4,47.68,36.07,llamada,78.6,566.68
1,1869,7,10,2,6,2,1,3,21.48,8.08,llamada,80.19,229.21
2,1213,9,8,3,37,2,1,1,19.07,19.88,TV,46.66,743.19
1,1788,29,5,3,38,3,2,3,40.76,21.6,internet,13.56,88.59
2,1860,6,3,1,10,3,3,1,33.06,72.42,TV,42.16,186.07
3,1569,10,7,1,27,5,1,4,8.68,38.36,llamada,45.7,804.6
4,316,28,4,5,39,5,4,1,10.0,59.72,TV,30.91,216.63
2,250,13,7,5,14,5,2,3,58.84,85.15,TV,55.1,594.81
4,72,8,9,4,34,2,4,3,54.03,91.82,llamada,54.23,269.71
1,1647,3,10,2,26,1,4,2,54.04,71.36,llamada,58.19,123.12
2,1520,24,1,1,35,4,4,5,53.23,46.18,internet,47.14,175.34
